target,text
0,enjoy urself tmr
0,no way i go back
0,lmao nice 1
0,so wan na gym harri
0,water log desert geoenvironment implic
0,i sick i needi i want pout stomp feet where pout stomp feet i want slave i want
1,we current messag await collect to collect messag call 08718723815
0,i know account detail ask mom send mom reach
0,no i decid peopl care stuff vote care stuff loser
0,shall send exe mail id
0,thought king hill thing
0,it a laptop take it with you
0,k i call i close
0,sari need tim bollox hurt lot tol
0,don da what plan
0,ye i start send request make pain came back i back bed doubl coin factori i got ta cash nitro
0,oh babi hous how come dont new pictur facebook
0,shall come get pickl
1,natali invit friend repli see stop send stop frnd 62468
0,good sleep rhythm the person establish rhythm bodi learn use if want know
0,wa actual exam harder nbme
0,thought i see
0,you bother trust answer pl
0,japanes proverb if one can u can if none can u must indian version if one can let him do if none can leav and final kerala version if one stop if none make strike
1,i like tell deepest darkest fantasi call 09094646631 to stop text call 08712460324 nat rate
0,i know call
0,carlo took leav minut
0,can u look 4 da lib got stuff havent finish yet
0,anyth
0,i think steyn sure get one wicket
0,ok darlin supos ok worri film stuff mate babysit but call
0,hey book 2 lesson sun liao
0,i meant middl left right
0,have good day mine realli busi much tomorrow night
0,yeah get unlimit
0,i gon na home soon want talk stuff anymor tonight k i cri enough today
1,do ever notic drive anyon go slower idiot everyon drive faster maniac
0,er mw im fill tuth aight
0,custom place wil cal u sir
0,have heard week
0,that cool princess i cover face hot sticki cum
1,forward 21870000 hi mailbox messag sm alert you 4 messag you 21 match pleas call back 09056242159 retriev messag match
0,good afternoon boytoy how goe walk day did get polic abstract are still i wake miss babe
0,that cool i come like lt gt ish
0,hi do u want join st later meet five call u class
1,sm servic inclus text credit pl goto unsubscrib stop extra charg po box420 ip4 5we
0,wot u wan na do then missi
0,well welp sort semiobscur internet thing
0,it good thing i get connect bw
0,u call
0,i got ten buck jay noncomitt
0,good day you teeth pain maintain stuff
0,meet lunch la
1,your 2004 account 07xxxxxxxxx show 786 unredeem point to claim call 08719181259 identifi code xxxxx expir
0,ok then r meet later
0,still work and time also tri ad zero that save the check lt gt
0,it ok lar u sleep earli nite
0,even v good somewhat event laden will fill worri head ok throat wreck see six
0,hiya sorri hav signal i seen heard neither unusu i put case get sort hug snog
0,yar say got error
0,the ga station like block away hous drive right sinc armenia end swann take howard
0,thank love but torch bold
1,smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
0,wot student discount can u get on book
1,orang bring rington time chart hero free hit week go rington pic wap to stop receiv tip repli stop
0,no break time one how i come n get stuff fr
0,lol u come idea
0,not drop tank
0,have great trip india and bring light everyon project everyon lucki see smile bye abiola
0,i hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx
0,how money money aint thing sha
0,cp caus outag conserv energi
1,sunshin hol to claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop
1,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
0,i thk 50 shd ok said plu minu 10 did leav line paragraph
0,i dont know exactli could ask chechi
0,i dont know get messag
0,hmm ok stay like hour co eye realli sore
0,jolli good by way give u ticket sat eve speak x
0,if you mean websit ye
0,babe
0,when peopl see msg they think iam addict msging they wrong bcoz they know iam addict sweet friend bslvyl
0,so mani peopl seem special first sight but remain special till last sight maintain till life end take cr da
0,carlo take sweet time usual let know patti smoke i tell haul ass
0,cheer lou yeah wa a goodnit shame u neva came c ya gailxx
0,aiyo u alway c ex one i dunno abt mei repli first time u repli fast y lucki workin huh got bao ur sugardad ah gee
0,make 3 4 fuck sake x
1,ur current 500 pound maxim ur send go 86688 cc 08718720201
0,quit late lar ard 12 anyway wun b drivin
1,someon u know ask date servic 2 contact cant guess call 09058091854 now reveal po box385 m6 6wu
0,abl kid do want kid one day
0,also maaaan miss
0,ok let u noe leav hous
0,siva hostel aha
0,that i love hear v see sundayish
1,do want new nokia 3510i colour phone deliveredtomorrow with 300 free minut mobil 100 free text free camcord repli call 08000930705
1,shop till u drop is it you either 10k 5k cash travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari
0,just look addi goe back monday suck
0,just finish miss plenti
0,it cool last littl get time soon
0,plz note anyon call mobil amp ask u type lt gt lt gt do disconnect call coz iz attempt make use sim card itz confirmd nokia n motorola n verifi cnn ibn
0,are stay town
0,am much bad avoid like
0,hey compani elama po mudyadhu
0,hahaha use brain dear
0,with si lor we juz watch italian job
0,ye reg ciao
0,yup izzit still rain heavili co e mrt ca c outsid
0,no shit i surpris i went spent even french guy i met town fool around bit i let fuck
1,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
0,right brah see later
0,i realli sorri i lit hair fire
0,also hi wesley
0,we done
1,500 new mobil 2004 must go txt nokia no 89545 collect today from onli 2optout txtauction
0,i dont much imag class
0,what langport sorri i probabl bed 9pm it suck ill xma when go2sri lanka
0,if start search get job great potenti talent
0,i sent wife text after buy tell so relax we go get wkend
0,aiyo bit pai seh noe scare dun rem die hee but becom better lookin oredi leh
0,hmm bit piec lol sigh
0,alright hook guy
0,ok so april cant wait
1,urgent call 09066612661 landlin your complementari 4 tenerif holiday cash await collect sae t cs po box 3 wa14 2px 150ppm sender hol offer
0,dear reach room
0,cool tyler take gon na buy drop place later tonight our total order quarter got enough
0,lol i would despit cramp i like girl
0,he lot use one babe model help youi bring match
0,whi noth ok anyway give treat
1,8007 25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
0,glad went well come 11 plenti time clair goe work
1,a link pictur sent you also use http
0,your opinion 1 over 2 jada 3 kusruthi 4 lovabl 5 silent 6 spl charact 7 not matur 8 stylish 9 simpl pl repli
1,freemsg whi repli text i randi sexi femal live local luv hear netcollex ltd 08700621170150p per msg repli stop end
0,my sister go earn da
0,i know thinkin malaria but relax children cant handl malaria she would wors gastroenter if take enough replac loss temp reduc and give malaria med vomit it self limit ill mean day complet stop
1,today vodafon number end 4882 select receiv award if number match call 09064019014 receiv award
0,how feel mr your real valentin yo valentin even tho u hardli play
0,when guy plan come
0,what said matter my mind say matter
1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402
1,okmail dear dave final notic collect 4 tenerif holiday 5000 cash award call 09061743806 landlin tc sae box326 cw25wx 150ppm
0,yo call get chanc friend mine want ask big order
0,deep sigh i miss i realli surpris gone net cafe yet get do miss
0,takin shower yeah i leav i done
0,cool i text
0,just glad talk
0,u call alter 11 ok
0,then u ask darren go n pick u lor but oso sian tmr haf 2 meet lect
0,ca take major role commun outreach you rock mel
0,i school n da lab stuff give call r done
0,i sure i check happen around area
0,no i dont want hear anyth
0,do like shake booti danc floor
0,ya roast
0,that cool how day
0,how schedul next week i town weekend
0,would good i phone tomo lunchtim shall i organis someth
0,i job profil seem like bpo
0,onc free call sir
1,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm
0,ya take ure practic lesson i start june
0,prabha soryda reali frm heart sori
0,haha better late ever way i could swing
1,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate t c appli 08452810073 detail
0,anoth month i need chocol weed alcohol
0,ok give 5 minut i think i see btw alibi you cut hair whole time
0,wish wonder week
1,do want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat am
1,forward 88877 free entri weekli comp send word enter 88877 now 18 t c
1,u secret admir look 2 make contact r reveal think ur
0,i mu like lt gt second
0,i home lei
0,i tire argu week week do want
0,ye princess i want catch big strong hand
0,that good i need drug
0,do master when buy bb co sale bf
0,sorri batteri die i come i get gram place
0,she fine send greet
0,love one law make happi person love in way friendship one law never make ur friend feel alon aliv gud night
0,yup thk r e teacher said make face look longer darren ask 2 cut short
0,one small prestig problem
0,i take post come you must 1000 text happi read my one wiv hello carolin end favourit bless
0,no ful song lyric
0,i want leav but bare stay sane fight constantli help
0,kate love see tonight ill phone tomorrow i got sing guy gave card
0,no need say anyth i know outsid
1,free msg singl find partner area 1000 real peopl wait chat send chat 62220cncl send stopc per msg
0,i upload mine facebook
0,hey project start aha da
0,he womdarful actor
0,but i diet and i ate 1 mani slice pizza yesterday ugh i alway diet
0,alright thank advic enjoy night tri get sleep
0,i dont knw pa drink milk
0,lol ye but add spice day
1,mobi pub high street prize u know new duchess cornwal txt first name stop 008704050406 sp arrow
0,so scotland hope show jjc tendenc take care live dream
0,beauti truth graviti read care heart feel light someon but feel heavi someon leav goodmorn
1,win newest åòharri potter order phoenix book 5 repli harri answer 5 question chanc first among reader
0,hi chikku send nice msg
1,your chanc to be on a realiti fantasi show call 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,pleassssssseeeee tel me v avent done sportsx
0,the last thing ever want hurt and think would you laugh embarass delet tag keep go but far knew even the fact even felt like would hurt show realli know it messi wednesday bad the problem have time clean choos you skype take pictur sleep want go i mind thing make bed throw laundri top ca friend hous embarass underwear bra strewn bed pillow floor someth els you use good least make bed
0,my trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project
0,ambrith madurai met u arun dha marrg remembr
0,4 taco 1 raja burrito right
0,it most time fix spell but sometim get complet diff word go figur
